subject,topic,question,option_a,option_b,option_c,option_d,correct_letter,explanation,difficulty,source,tags
Web Technologies & Internet / PHP,html multimedia,Which of the following file extension is not used for audio MIME?,.ogv,.aac,.wav,.webm,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=2,
Web Technologies & Internet / PHP,html multimedia,What can be used to verify a displayed graphics?,Property checkpoints,Region checkpoints,On-Screen Action,Local STorage,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=2,
Web Technologies & Internet / PHP,html multimedia,In desktop which browser does not support WebSocket?,Chrome version 7,Chrome version 6,Chrome version 43,Internet Explorer 10,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=2,
Web Technologies & Internet / PHP,html multimedia,"In the processing of information, the server does not use the language . . . . . . . .",C#,JAVA,C++,VB.net,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=2,
Web Technologies & Internet / PHP,html multimedia,Flac is supported by . . . . . . . .,Firefox,Chrome,Safari,Internet Explorer,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=2,
Web Technologies & Internet / PHP,html multimedia,CSSMin is written in . . . . . . . .,C++,Java,PHP,C,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=2,
Web Technologies & Internet / PHP,html multimedia,YUI compressor is written in . . . . . . . .,HTML,C++,C,Java,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=2,
Web Technologies & Internet / PHP,html multimedia,Which browser supports mozCurrentSampleOffset?,Chrome,Internet Explorer,Opera,Firefox,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=2,
Web Technologies & Internet / PHP,html multimedia,Which of the following is not a web storage interface?,storage,window,storageEvent,privacy,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=2,
Web Technologies & Internet / PHP,html multimedia,What is the default type of 'type' attribute of <input> element?,Text,Password,Numerals,Special Characters,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=3,
Web Technologies & Internet / PHP,html multimedia,Which of the following is not the event of WebSocket API?,Close,Message,Send,Error,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=3,
Web Technologies & Internet / PHP,html multimedia,For clearing all the settings which function should be called?,localStorage.remove(key),localStorage.clear(),localStorage.remove(),localStorage.clearAll(),B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=3,
Web Technologies & Internet / PHP,html multimedia,Which one has the most potential for minification?,JavaScript,CSS,HTML,PHP,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=3,
Web Technologies & Internet / PHP,html multimedia,"For creating single line text box for searching queries, we use the type . . . . . . . .",placeholder,search,url,hidden,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=3,
Web Technologies & Internet / PHP,html multimedia,Dirty Markup will not validate . . . . . . . .,CSS,JavaScript,PHP,HTML,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=3,
Web Technologies & Internet / PHP,html multimedia,Attributes that allow to identify particular element are . . . . . . . .,<div> and <span>,<meta>,id and class,<iframes>,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=3,
Web Technologies & Internet / PHP,html multimedia,Which of the following is the server library for Node.js?,Caddy,SignalR,ws,jsonrpc,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=3,
Web Technologies & Internet / PHP,html multimedia,For duplex communication we can't use . . . . . . . .,Long Polling,HTML5,JavaScript,Streaming,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=4,
Web Technologies & Internet / PHP,html multimedia,Which of the following is not a Boolean attribute for <audio> element?,autoplay,loop,muted,buffered,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=4,
Web Technologies & Internet / PHP,html multimedia,Which syntax will cause IE to recognize section element?,"getElementById(""section"")","createElement.document(""section"")","document.createElement(""section"")","document.createElement(""<section>"")",C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=4,
Web Technologies & Internet / PHP,html multimedia,Which of the following is a new input attribute introduce by HTML5?,text,checkbox controls,submit buttons,date,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=4,
Web Technologies & Internet / PHP,html multimedia,Which attribute does not lie inside <a> and <area> elements?,Media,Ping,Hreflang,Preload,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=4,
Web Technologies & Internet / PHP,html multimedia,Copyright symbol can be included by . . . . . . . .,&lt,&copy,&amp,&gt,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=4,
Web Technologies & Internet / PHP,html multimedia,Which of the following is not associated with web socket communication?,https,wss,ws,http,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=4,
Web Technologies & Internet / PHP,html multimedia,Which of the following is invoked when it is not fired on window object?,removeItem(),clear(),setItem(),getItem(),D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=5,
Web Technologies & Internet / PHP,html multimedia,Before HTML5 where data had to be stored?,cookies,browser,only in Internet Explorer,only in Chrome,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=5,
Web Technologies & Internet / PHP,html multimedia,Which attribute is not used on new forms?,size,text,name,maxlength,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=5,
Web Technologies & Internet / PHP,html multimedia,Which one is correct syntax?,"<p id=""1td"">","<p id=""td"">","<p id=""%td"">","<p id=""#td"">",B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=5,
Web Technologies & Internet / PHP,html multimedia,Which of the following returns a number of value pairs?,storage.key(n),storage.length,"storage.setItem(key,value)",storage.clear(),B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=5,
Web Technologies & Internet / PHP,html multimedia,What can not be done by controls attribute?,playback,resume playback,pause playback,looping,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=5,
Web Technologies & Internet / PHP,html multimedia,Which element has been removed from HTML5 (W3C) specification?,<figure>,<nav>,<hgroup>,<aside>,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=5,
Web Technologies & Internet / PHP,html multimedia,The . . . . . . . . element must reference either an 'altGlyphDef' element or a 'glyph' element.,href,src,animate,altGlyph,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=5,
Web Technologies & Internet / PHP,html multimedia,Which of the following is not the promises of the open web platform?,Security and Privacy,Performance and Tuning,Media and Real-Time Communications,Device Interconnection,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=6,
Web Technologies & Internet / PHP,html multimedia,What is the work of src?,audio starts playing automatically,play again after finishing the audio,specify the path to an audio file,insert more than one audio,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=6,
Web Technologies & Internet / PHP,html multimedia,The search that can't be targeted by SEO is . . . . . . . .,video search,image search,academic search,audio search,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=6,
Web Technologies & Internet / PHP,html multimedia,Which of the following is not example of block element?,<h1>,<ul>,<p>,<a>,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=6,
Web Technologies & Internet / PHP,html multimedia,In sessionStorage object data . . . . . . . .,is not deleted after the browser has been closed,can be seen but can't edit,can be seen as well as edit,is deleted after the browser has been closed,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=6,
Web Technologies & Internet / PHP,html multimedia,Which of the following is not used with password attribute?,name,size,maxlength,min,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=6,
Web Technologies & Internet / PHP,html multimedia,. . . . . . . . defines a group of content that should be used as a figure and may be labeled by a legend element.,figure,details,output,aside,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=6,
Web Technologies & Internet / PHP,html multimedia,Which attribute of <input> element can be used both with <datalist> and <select> elements?,List,Pattern,Multiple,Max,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=7,
Web Technologies & Internet / PHP,html multimedia,"Consider the following markup and answer the question that follow. 


What is the need to add multiple file formats for the same file?",To provide fallback support,To address the media support problem,To provide fallback support & address the media support problem,To provide foul back support,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=7,
Web Technologies & Internet / PHP,html multimedia,For playing Flash Video you need to convert video into the . . . . . . . . format.,FLV,BlueRay,WebM,MPEG,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=7,
Web Technologies & Internet / PHP,html multimedia,"In HTML Audio/Video DOM, . . . . . . . . sets or returns whether the audio/video should be loaded when the page loads.",preload,autoplay,buffered,controller,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=7,
Web Technologies & Internet / PHP,html multimedia,WebM format is not supported by . . . . . . . .,Opera,Android,Safari,Firefox,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=7,
Web Technologies & Internet / PHP,html multimedia,What can't be the value of a quality attribute?,autolow,low,high,automedium,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=7,
Web Technologies & Internet / PHP,html multimedia,How does the color attribute work?,Changes color of the text,Changes background color,The color picker is defined by it,Changes color of the text as well as background,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=7,
Web Technologies & Internet / PHP,html multimedia,Which attribute is used for activation of JavaScript?,button,checkbox,url,submit,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=7,
Web Technologies & Internet / PHP,html multimedia,"Which of the following element was redefined to represent user interface menus, including context menus?",<ul>,<dt>,<hr>,<menu>,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=7,
Web Technologies & Internet / PHP,html multimedia,month attribute defines . . . . . . . .,the only month,month and year,date,date and time,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=8,
Web Technologies & Internet / PHP,html multimedia,HTMLMinifier is written in . . . . . . . .,JavaScript,Java,C++,C,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=8,
Web Technologies & Internet / PHP,html multimedia,"Consider the markup and answer the question that follow. 


Which HTML5 element can replace the ""?"" ?",<audio>,<video>,<media>,both <audio> & <video>,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=8,
Web Technologies & Internet / PHP,html multimedia,Which of the following element is used for canvas graphics?,<paint>,<canvas>,<graphic>,<css>,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=8,
Web Technologies & Internet / PHP,html multimedia,"To draw on the canvas, authors must first obtain a reference to a context using the . . . . . . . . method of the canvas interface element.",getImageData,toDataURL,getContext,restore,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=8,
Web Technologies & Internet / PHP,html multimedia,Which of the following is not the property of SVG images?,SVG images are scalable,SVG images are zoomable,SVG is an open standard,SVG images are resolution dependent,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=8,
Web Technologies & Internet / PHP,html multimedia,tel attribute is supported by the . . . . . . . . browser.,Chrome,Safari,Opera,Internet Explorer,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=8,
Web Technologies & Internet / PHP,html multimedia,Which of the following is the predefined shape elements that can be used by developers?,Path <path>,Rectangle <rect>,Circle <circle>,Line <lin>,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=8,
Web Technologies & Internet / PHP,html multimedia,"The . . . . . . . . element is used to render simple graphics such as line art, graphs, and other custom graphical elements on the client side.",metadata,css,canvas,art,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=8,
Web Technologies & Internet / PHP,html multimedia,Which is not <iframe> attribute?,Seamless,Srcdoc,Sizes,Sandbox,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=9,
Web Technologies & Internet / PHP,html multimedia,Full screen support will not work in . . . . . . . .,Safari,Firefox,Internet Explorer,Opera,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=9,
Web Technologies & Internet / PHP,html multimedia,"The . . . . . . . . method must fill all the subpaths of the current path, using fillStyle, and using the non-zero winding number rule.",fill(),stroke(),clip(),get(),A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=9,
Web Technologies & Internet / PHP,html multimedia,Which of the following is not the form type for adding text?,Text input,Text area,Password input,Submit button,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=9,
Web Technologies & Internet / PHP,html multimedia,Which of the following does not lie under the attribute of <input> and is not supported by Opera?,url,time,tel,option,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=9,
Web Technologies & Internet / PHP,html multimedia,Which of the following is not the storageEvent interface?,event.newValue,event.url,event.key,event.clear,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=9,
Web Technologies & Internet / PHP,html multimedia,Which of the following is not the attribute for <audio> element?,controls,src,preload,width,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=9,
Web Technologies & Internet / PHP,html multimedia,Which of the following is not an empty element.,<hr/>,<br/>,<sup>,<img/>,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=9,
Web Technologies & Internet / PHP,html multimedia,In localStorage object data . . . . . . . .,is deleted after the browser has been closed,is not deleted after the browser has been closed,can be seen but can not edit,can be seen as well as edit,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=10,
Web Technologies & Internet / PHP,html multimedia,Which is the new attribute of <input> element that is used to change the appearance of checkbox?,Indeterminate,Media,EI,Target,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=10,
Web Technologies & Internet / PHP,html multimedia,Which attribute is used with <select> element?,multiple,selected,name,value,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=10,
Web Technologies & Internet / PHP,html multimedia,Which attribute is not essential under <iframe>?,src,height,width,frameborder,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=10,
Web Technologies & Internet / PHP,html multimedia,What does semantic markup not define?,provides extra information,where an emphasis is placed in a sentence,meaning of an acronym,that describes paragraphs,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=10,
Web Technologies & Internet / PHP,html multimedia,Which of the following is not the keyword of form method attribute?,GET,POST,PUT,OUT,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=10,
Web Technologies & Internet / PHP,html multimedia,Which of the following MP3 player has not been written in Flash?,musicplayer.sourceforge.net,www.wimpyplayer.com,soundcloud.com,None of these,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=10,
Web Technologies & Internet / PHP,html multimedia,Which attribute defines the file-select field?,file,checkbox,button,text,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-multimedia/?page=10,
Web Technologies & Internet / PHP,advance html,Which element is known as HTML plaintext element?,<plaintext>,<shadow>,<spacer>,<noembed>,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/,
Web Technologies & Internet / PHP,advance html,Which of the following specifies the main content of the document?,<time>,<main>,<details>,<section>,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/,
Web Technologies & Internet / PHP,advance html,What should be the set value of background-size property such that image will cover the entire content area?,100%,contain,cover,100%100%,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/,
Web Technologies & Internet / PHP,advance html,Which element shows completion progress of a task?,<progress>,<select>,<option>,<meter>,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/,
Web Technologies & Internet / PHP,advance html,Which of the following will create hamburger menu?,.icon-next,.icon-bar,.icon-prev,.img-circle,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/,
Web Technologies & Internet / PHP,advance html,What clears floats?,.close,.clearfix,.checkbox,.col-*-*,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/,
Web Technologies & Internet / PHP,advance html,Which element is used to show the text slowly?,<big>,<blink>,<center>,<audio>,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/,
Web Technologies & Internet / PHP,advance html,Which one of the following will set the viewport to contain given bounds?,fitBounds(),getBounds(),getHeading(),panTo(),A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/,
Web Technologies & Internet / PHP,advance html,Which value is there for autoplaying the YouTube video?,0,1,2,infinite,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/,
Web Technologies & Internet / PHP,advance html,Which of the following specifies the expiry time for cached location information?,maximumAge,timeout,enableHighAccuracy,position_unavailable,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/,
Web Technologies & Internet / PHP,advance html,How many columns are there in the basic grid of a skeleton?,17,12,16,10,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=2,
Web Technologies & Internet / PHP,advance html,What creates black navigation bar?,.navbar-inverse,.navbar-header,.navbar-form,.navbar-link,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=2,
Web Technologies & Internet / PHP,advance html,Which element represents a scalar value within the given range?,<option>,<meter>,<label>,<input>,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=2,
Web Technologies & Internet / PHP,advance html,Which will specify placement of controls on map?,ControlPosition,StreetViewControlOptions,ScaleControlStyle,ScaleControlOptions,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=2,
Web Technologies & Internet / PHP,advance html,Which attribute is used for data binding?,name,datafld,datasrc,mayscript,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=2,
Web Technologies & Internet / PHP,advance html,Which of the following allows an element to lock to an area on the page?,affix,alert,popover,tooltip,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=2,
Web Technologies & Internet / PHP,advance html,Polyline will not support the property of . . . . . . . .,Path,StrokeOpacity,Editable,Fillcolor,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=2,
Web Technologies & Internet / PHP,advance html,Which element is used for YouTube videos?,<iframe>,<frame>,<small>,<samp>,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=2,
Web Technologies & Internet / PHP,advance html,Which of the following forces an element to be hidden?,.hidden,.hidden-*,.hide,.icon-bar,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=2,
Web Technologies & Internet / PHP,advance html,Which of the following will add feedback icons for inputs?,.has-warning,.has-danger,.has-success,.has-feedback,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=2,
Web Technologies & Internet / PHP,advance html,The default value for an interval is . . . . . . . .,4000,5000,1000,2390,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=3,
Web Technologies & Internet / PHP,advance html,Which function helps in identifying compatibility of plug-in and browser?,NPN_UserAgent,NPN_Version,NPN_Status,NPN_GetValue,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=3,
Web Technologies & Internet / PHP,advance html,Which of the following event will be called when user's mouse exits map container?,mouseout,mouseover,mousemove,resize,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=3,
Web Technologies & Internet / PHP,advance html,Which of the following adds default styles for dropdown menu container?,.dropdown-menu,.dropdown-toggle,.dropdown-menu-right,.dropdown,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=3,
Web Technologies & Internet / PHP,advance html,Which of the following changes order of the grid columns?,.col-*-pull-*,.col-*-offset-*,.col-*-push-*,.collapse,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=3,
Web Technologies & Internet / PHP,advance html,Which of the following will display red alert box?,.alert,.alert-danger,.alert-info,.alert-link,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=3,
Web Technologies & Internet / PHP,advance html,Which of the following event does not take a MouseEvent argument in Map()?,dbclick,drag,click,mouseover,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=3,
Web Technologies & Internet / PHP,advance html,Which is not a tool to build responsive websites?,skeleton,bookmarklets,code editors,web browsers,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=3,
Web Technologies & Internet / PHP,advance html,Which of the following specifies header text of popover?,title,trigger,selector,placement,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=3,
Web Technologies & Internet / PHP,advance html,Which of the following class will show blue text?,.text-primary,.text-success,.text-muted,.text-warning,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=3,
Web Technologies & Internet / PHP,advance html,The property that is not supported by Polyline but by Polygon is . . . . . . . .,strokeWeight,fillOpacity,path,editable,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=4,
Web Technologies & Internet / PHP,advance html,Which of the following is not the property of Map()?,mapTypes,controls,overlayMapTypes,zoom,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=4,
Web Technologies & Internet / PHP,advance html,Which of the following is a container to enhance input by adding an icon?,.input-group-btn,.input-group-addon,.input-group,.input-group-lg,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=4,
Web Technologies & Internet / PHP,advance html,Which class makes a text stand out?,.text-left,.small,.lead,.text-center,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=4,
Web Technologies & Internet / PHP,advance html,Which attribute specify a column name from the data source object?,datafld,codebase,hspace,datasrc,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=4,
Web Technologies & Internet / PHP,advance html,Which plugin allows the element to become locked or sticky?,.active,.alert,.affix,.alert-link,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=4,
Web Technologies & Internet / PHP,advance html,Which of the following is added to link or header element?,.navbar-default,.navbar,.navbar-btn,.navbar-brand,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=4,
Web Technologies & Internet / PHP,advance html,"Which element sets default font face, size and color for other elements?",<applet>,<basefont>,<big>,<acronym>,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=4,
Web Technologies & Internet / PHP,advance html,Which of the following aligns media objects?,.media-body,.media,.media-list,.media-object,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=4,
Web Technologies & Internet / PHP,advance html,Which class is a container for responsive columns?,.sr-only,.small,.show,.row,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=4,
Web Technologies & Internet / PHP,advance html,Which button let us move the map to the current position of the device?,currentPositionBtn,enableHighAccuracy,timeout,maximumAge,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=5,
Web Technologies & Internet / PHP,advance html,Which of the following makes a table more compact?,.table-responsive,.table-hover,.table-condensed,.table-bordered,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=5,
Web Technologies & Internet / PHP,advance html,Which property specifies the path to the project when running in web server?,http_path,images_dir,css_dir,sass_dir,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=5,
Web Technologies & Internet / PHP,advance html,What activates the collapsible element with an option?,".collapse(""options"")",".collapse(""show"")",".collapse(""""toggle)",".collapse(""hide"")",A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=5,
Web Technologies & Internet / PHP,advance html,Which of the following makes the button appear pressed?,.btn-link,.disabled,.active,.btn-block,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=5,
Web Technologies & Internet / PHP,advance html,When the user leaves instance's page which function is called?,NPP_New,NPP_Destroy,NP_Shutdown,NP_Initialize,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=5,
Web Technologies & Internet / PHP,advance html,Which of the following is not a feature associated with LESS?,Variable,PHP,Opertaion,Parametric mixins,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=5,
Web Technologies & Internet / PHP,advance html,Which of the following creates toggleable tabs?,.tab-pane,.table-responsive,.table-condensed,.table,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=5,
Web Technologies & Internet / PHP,advance html,The value of fillOpacity lies between . . . . . . . .,0.0 and 2.0,0.0 and 1.0,2.0 and 3.0,3.0 and 4.0,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=5,
Web Technologies & Internet / PHP,advance html,Which value specifies transition acceleration?,timing-function,property,transition-duration,delay,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=5,
Web Technologies & Internet / PHP,advance html,Which of the following spans full width of screen?,.container,.control-label,.container-fluid,.collapse-in,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=6,
Web Technologies & Internet / PHP,advance html,Which navigator object property returns a geolocation object?,appVersion,geolocation,language,appCodeName,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=6,
Web Technologies & Internet / PHP,advance html,Which of the following indicates dropdown functionality?,.caret,.close,.sr-only,.text-hide,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=6,
Web Technologies & Internet / PHP,advance html,How many glyphs does bootstrap include?,369,360,260,100,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=6,
