subject,topic,question,option_a,option_b,option_c,option_d,correct_letter,explanation,difficulty,source,tags
Python Programming,files handling in python,What is unpickling?,It is used for object serialization,It is used for object deserialization,None of the mentioned,All of the mentioned,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=6,
Python Programming,files handling in python,The readlines() method returns . . . . . . . .,str,a list of lines,a list of single characters,a list of integers,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=6,
Python Programming,files handling in python,"What is the output of the following code: with open('data.txt', 'r') as file: lines = file.readlines() print(len(lines))",The number of lines in data.txt,An error will occur,The content of data.txt,The file object file,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=6,
Python Programming,files handling in python,"To read the next line of the file from a file object infile, we use . . . . . . . .",infile.read(2),infile.read(),infile.readline(),infile.readlines(),C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=6,
Python Programming,files handling in python,How can you rename a file in Python?,By using the os.rename() function,By using the file.rename() method,By using the file.rename_to() method,By using the rename() method,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=6,
Python Programming,files handling in python,What is the pickling?,It is used for object serialization,It is used for object deserialization,None of the mentioned,All of the mentioned,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=6,
Python Programming,files handling in python,"What is the output of the following code: with open('data.txt', 'r') as file: content = file.read(10) print(content)",The first 10 characters of data.txt,An error will occur,The content of data.txt,The file object file,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=6,
Python Programming,files handling in python,How do you close a file object (fp)?,close(fp),fclose(fp),fp.close(),fp.__close__(),C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=6,
Python Programming,files handling in python,What is the use of seek() method in files?,sets the file's current position at the offset,sets the file's previous position at the offset,sets the file's current position within the file,none of the mentioned,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=6,
Python Programming,files handling in python,What is the purpose of the truncate() method in file handling?,It resizes the file to the specified size,It writes data to the file,It closes the file,It deletes the file,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=7,
Python Programming,files handling in python,"To read the remaining lines of the file from a file object infile, we use . . . . . . . .",infile.read(2),infile.read(),infile.readline(),infile.readlines(),D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=7,
Python Programming,files handling in python,What is the purpose of the a mode when opening a file in Python?,Append mode,Add mode,After mode,Alter mode,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=7,
Python Programming,files handling in python,Which function is used to close a file in python?,Close(),Stop(),End(),Closefile(),A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=7,
Python Programming,files handling in python,How do you get the current position within the file?,fp.seek(),fp.tell(),fp.loc,fp.pos,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=7,
Python Programming,files handling in python,"What will be the output of the following Python code? 
import sys
sys.stdout.write(' Hello\n')
sys.stdout.write('Python\n')",Compilation Error,Runtime Error,Hello Python,"Hello 
Python",D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=7,
Python Programming,files handling in python,How do you delete a file?,del(fp),fp.delete(),os.remove('file'),os.delete('file'),C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=7,
Python Programming,files handling in python,How can you remove a file in Python?,By using the os.remove() function,By using the file.remove() method,By using the file.delete() method,By using the remove() method,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=7,
Python Programming,files handling in python,Which of the following is not a valid attribute of a file object (fp)?,fp.name,fp.closed,fp.mode,fp.size,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=7,
Python Programming,files handling in python,What is the use of truncate() method in file?,truncates the file size,deletes the content of the file,deletes the file size,none of the mentioned,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=7,
Python Programming,files handling in python,How do you change the file position to an offset value from the start?,"fp.seek(offset, 0)","fp.seek(offset, 1)","fp.seek(offset, 2)",none of the mentioned,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=8,
Python Programming,files handling in python,How can you open a file for both reading and writing in Python?,By using the r+ mode,By using the rw mode,By using the readwrite mode,By using the rw+ mode,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=8,
Python Programming,files handling in python,What is the difference between r+ and w+ modes?,no difference,in r+ the pointer is initially placed at the beginning of the file and the pointer is at the end for w+,in w+ the pointer is initially placed at the beginning of the file and the pointer is at the end for r+,depends on the operating system,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=8,
Python Programming,files handling in python,What is the purpose of the b mode when opening a file in Python?,Binary mode,Byte mode,Base mode,Bit mode,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=8,
Python Programming,files handling in python,"What is the output of the following code: with open('data.txt', 'r') as file: lines = file.read().splitlines() print(len(lines))",The number of lines in data.txt,An error will occur,The content of data.txt,The file object file,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=8,
Python Programming,files handling in python,What is the current syntax of rename() a file?,"rename(current_file_name, new_file_name)","rename(new_file_name, current_file_name,)","rename(()(current_file_name, new_file_name))",none of the mentioned,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=8,
Python Programming,files handling in python,"What will be the output of the following Python code? 
fo = open(""foo.txt"", ""wb"")
print ""Name of the file: "", fo.name
fo.flush()
fo.close()",Compilation Error,Runtime Error,No Output,Flushes the file when closing them,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=8,
Python Programming,files handling in python,What is the correct syntax of open() function?,"file = open(file_name [, access_mode][, buffering])","file object = open(file_name [, access_mode][, buffering])",file object = open(file_name),none of the mentioned,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=8,
Python Programming,files handling in python,What is the purpose of the readlines() method in file handling?,It reads all lines of a file into a list,It writes lines to the file,It appends lines to the file,It closes the file,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=8,
Python Programming,files handling in python,Is it possible to create a text file in python?,Yes,No,Machine dependent,All of the mentioned,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-files-handling-in-python/?page=8,
Python Programming,classes and objects in python,What is a class in Python?,A blueprint for creating objects,A built-in function,A specific data type,A variable in Python,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/,
Python Programming,classes and objects in python,How do you define a class in Python?,Using the class keyword,Using the define keyword,Using the classdef keyword,Using the class method,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/,
Python Programming,classes and objects in python,What are objects in Python?,Instances of a class,Built-in functions,Special data types,Global variables,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/,
Python Programming,classes and objects in python,How do you create an object of a class in Python?,Using the class name and parentheses,Using the create() method,Using the new keyword,Using the object() method,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/,
Python Programming,classes and objects in python,What is the purpose of the self parameter in Python methods?,It refers to the instance of the object,It refers to the class,It refers to the method,It refers to the attribute,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/,
Python Programming,classes and objects in python,How can you define a method in a Python class?,By defining a function within the class,By using the method keyword,By using the define keyword,By using the def keyword,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/,
Python Programming,classes and objects in python,How can you delete an attribute of an object in Python?,By using the del keyword,By using the remove() method,By using the delete() method,By using the erase() method,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/,
Python Programming,classes and objects in python,What is encapsulation in Python classes?,The concept of bundling data and methods that operate on the data into a single unit,A built-in function,A special data type,A variable in Python,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/,
Python Programming,classes and objects in python,What is the purpose of the @staticmethod decorator in Python classes?,It defines a method that belongs to the class rather than an instance,It defines a static attribute,It defines a global function,It defines a constructor,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/,
Python Programming,classes and objects in python,What is the __init__ method used for in Python classes?,It initializes the attributes of an object,It defines a method,It is a constructor,It is a destructor,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/,
Python Programming,classes and objects in python,How can you access the attributes of an object in Python?,Using dot notation,Using parentheses,Using square brackets,Using curly braces,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=2,
Python Programming,classes and objects in python,How can you inherit a class in Python?,By creating a new class that is based on an existing class,By using the inherits keyword,By using the extends keyword,By using the inherit method,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=2,
Python Programming,classes and objects in python,What is method overriding in Python classes?,It allows a subclass to provide a specific implementation of a method that is already defined in its superclass,A built-in function,A specific data type,A special variable,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=2,
Python Programming,classes and objects in python,What is the purpose of the __str__ method in Python classes?,It returns a string representation of an object,It converts an object to a string,It defines a string attribute,It removes an attribute,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=2,
Python Programming,classes and objects in python,What is the purpose of the __del__ method in Python classes?,It is called when an object is about to be destroyed,It deletes an object,It defines a destructor,It is a constructor,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=2,
Python Programming,classes and objects in python,"Which function is called when the following Python code is executed? 
f = foo()
format(f)",format(),__format__(),str(),__str__(),D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=2,
Python Programming,classes and objects in python,Which operator is overloaded by __invert__()?,!,~,^,-,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=2,
Python Programming,classes and objects in python,Which operator is overloaded by __lg__()?,<,>,!=,none of the mentioned,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=2,
Python Programming,classes and objects in python,Which operator is overloaded by the __or__() function?,||,|,//,/,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=2,
Python Programming,classes and objects in python,What is Instantiation in terms of OOP terminology?,Deleting an instance of class,Modifying an instance of class,Copying an instance of class,Creating an instance of class,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=2,
Python Programming,classes and objects in python,The assignment of more than one function to a particular operator is . . . . . . . .,Operator over-assignment,Operator overriding,Operator overloading,Operator instance,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=3,
Python Programming,classes and objects in python,What is the difference between a class variable and an instance variable in Python?,"A class variable is shared among all instances of a class, while an instance variable is unique to each instance",They are the same,An instance variable is shared among all instances,A class variable is unique to each instance,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=3,
Python Programming,classes and objects in python,How can you access a class variable in Python?,Using the class name and dot notation,Using the self keyword,Using the cls keyword,Using the object keyword,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=3,
Python Programming,classes and objects in python,. . . . . . . . represents an entity in the real world with its identity and behaviour.,A method,An object,A class,An operator,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=3,
Python Programming,classes and objects in python,. . . . . . . . is used to create an object.,class,constructor,User-defined functions,In-built functions,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=3,
Python Programming,classes and objects in python,What are the methods which begin and end with two underscore characters called?,Special methods,In-built methods,User-defined methods,Additional methods,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=3,
Python Programming,classes and objects in python,What is setattr() used for?,To access the attribute of the object,To set an attribute,To check if an attribute exists or not,To delete an attribute,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=3,
Python Programming,classes and objects in python,What is getattr() used for?,To access the attribute of the object,To delete an attribute,To check if an attribute exists or not,To set an attribute,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=3,
Python Programming,classes and objects in python,What is the output of the following code: class MyClass: x = 5 obj = MyClass() print(obj.x),5,An error will occur,obj,MyClass,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=3,
Python Programming,classes and objects in python,What is the output of the following code: class Parent: def show(self): print('Parent method') class Child(Parent): pass obj = Child() obj.show(),Parent method,An error will occur,Child method,obj,A,"The correct answer is A: Parent method 
 
Here's why: 
 
We have a class called `Parent` that has a method named `show`. This method prints ""Parent method"". 
 
Then, we create another class called `Child` that inherits from the `Parent` class. This means the `Child` class automatically gets all the methods and attributes of the `Parent` class. 
 
Importantly, the `Child` class doesn't define its own `show` method. It inherits the `show` method directly from `Parent`. 
 
We create an object of the `Child` class called `obj`. 
 
When we call `obj.show()`, Python looks for a `show` method in the `Child` class. Since it doesn't find one there, it looks in the `Parent` class (because `Child` inherits from `Parent`). 
 
It finds the `show` method in the `Parent` class and executes it. Therefore, it prints ""Parent method"".
 

 
 
 
 



 
 
 
 
 
 
 
 
 
 
 
 
 
1
2
3
4
5
6
7

 
 
 
 
 
 
 
 
 ",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=3,
Python Programming,classes and objects in python,"Is the following Python code valid? 
class B(object):
 def first(self):
 print(""First method called"")
 def second():
 print(""Second method called"")
ob = B()
B.first(ob)",It isn't as the object declaration isn't right,It isn't as there isn't any __init__ method for initializing class members,"Yes, this method of calling is called unbounded method call","Yes, this method of calling is called bounded method call",C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=4,
Python Programming,classes and objects in python,Which function overloads the == operator?,__eq__(),__equ__(),__isequal__(),none of the mentioned,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=4,
Python Programming,classes and objects in python,"What will be the output of the following Python code? 
class stud:
 def __init__(self, roll_no, grade):
 self.roll_no = roll_no
 self.grade = grade
 def display (self):
 print(""Roll no : "", self.roll_no, "", Grade: "", self.grade)
stud1 = stud(34, 'S')
stud1.age=7
print(hasattr(stud1, 'age'))",Error as age isn't defined,True,False,7,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=4,
Python Programming,classes and objects in python,What does print(Test.__name__) display (assuming Test is the name of the class)?,(),Exception is thrown,Test,__main__,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=4,
Python Programming,classes and objects in python,What is a constructor in Python classes?,A special method that is automatically called when an object is created,A built-in function,A method that creates an object,A method that destroys an object,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=4,
Python Programming,classes and objects in python,Which function overloads the + operator?,__add__(),__plus__(),__sum__(),none of the mentioned,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=4,
Python Programming,classes and objects in python,What is the purpose of the @classmethod decorator in Python classes?,It defines a method that belongs to the class and not the instance,It defines a static method,It defines a constructor,It defines a destructor,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=4,
Python Programming,classes and objects in python,What is the output of the following code: class Parent: def init(self): print('Parent constructor') class Child(Parent): def init(self): print('Child constructor') obj = Child(),Child constructor,Parent constructor,An error will occur,Child Parent,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=4,
Python Programming,classes and objects in python,How can you create a private attribute in a Python class?,By prefixing the attribute name with an underscore (_),By using the private keyword,By using the hidden keyword,By using the secure keyword,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=5,
Python Programming,classes and objects in python,"What will be the output of the following Python code? 
def add(c,k):
 c.test=c.test+1
 k=k+1
class A:
 def __init__(self):
 self.test = 0
def main():
 Count=A()
 k=0
 
 for i in range(0,25):
 add(Count,k)
 print(""Count.test="", Count.test)
 print(""k ="", k)
main()",Exception is thrown,"Count.test=25 
k=25","Count.test=25 
k=0","Count.test=0 
k=0",C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=5,
Python Programming,classes and objects in python,Which function overloads the // operator?,__div__(),__ceildiv__(),__floordiv__(),__truediv__(),C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=5,
Python Programming,classes and objects in python,"What will be the output of the following Python code? 
class test:
 def __init__(self,a):
 self.a=a
 
 def display(self):
 print(self.a)
obj=test()
obj.display()","Runs normally, doesn't display anything","Displays 0, which is the automatic default value",Error as one argument is required while creating the object,Error as display function requires additional argument,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=5,
Python Programming,classes and objects in python,"What will be the output of the following Python code? 
class Demo:
 def __init__(self):
 pass
 
 def test(self):
 print(__name__)
 
obj = Demo()
obj.test()",Exception is thrown,__main__,Demo,test,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=5,
Python Programming,classes and objects in python,Which of the following is not a class method?,Non-static,Static,Bounded,Unbounded,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=5,
Python Programming,classes and objects in python,What is the purpose of the super() function in Python classes?,It is used to call a method from the parent class,It is used to create an object,It is used to delete an object,It is used to inherit a class,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=5,
Python Programming,classes and objects in python,"What will be the output of the following Python code? 
class change:
 def __init__(self, x, y, z):
 self.a = x + y + z
 
x = change(1,2,3)
y = getattr(x, 'a')
setattr(x, 'a', y+1)
print(x.a)",6,7,Error,0,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=5,
Python Programming,classes and objects in python,Which of the following Python code creates an empty class?,"class A:
 return","class A:
 pass",class A:,It is not possible to create an empty class,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=5,
Python Programming,classes and objects in python,"What will be the output of the following Python code? 
class test:
 def __init__(self):
 self.variable = 'Old'
 self.Change(self.variable)
 def Change(self, var):
 var = 'New'
obj=test()
print(obj.variable)",Error because function change can't be called in the __init__ function,'New' is printed,'Old' is printed,Nothing is printed,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=6,
Python Programming,classes and objects in python,Let A and B be objects of class Foo. Which functions are called when print(A + B) is executed?,"__add__(), __str__()","__str__(), __add__()","__sum__(), __str__()","__str__(), __sum__()",A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=6,
Python Programming,classes and objects in python,"What will be the output of the following Python code? 
class fruits:
 def __init__(self, price):
 self.price = price
obj=fruits(50)
 
obj.quantity=10
obj.bags=2
 
print(obj.quantity+len(obj.__dict__))",12,52,13,60,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=6,
Python Programming,classes and objects in python,"What is hasattr(obj,name) used for?",To access the attribute of the object,To delete an attribute,To check if an attribute exists or not,To set an attribute,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=6,
Python Programming,classes and objects in python,"What will be the output of the following Python code? 
class stud:
 ‘Base class for all students’
 def __init__(self, roll_no, grade):
 self.roll_no = roll_no
 self.grade = grade
 def display (self):
 print(""Roll no : "", self.roll_no, "", Grade: "", self.grade)
print(student.__doc__)",Exception is thrown,__main__,Nothing is displayed,Base class for all students,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=6,
Python Programming,classes and objects in python,What is the output of the following code: class Parent: x = 10 class Child(Parent): pass obj = Child() print(obj.x),10,An error will occur,obj,Child,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=6,
Python Programming,classes and objects in python,How can you check if an object belongs to a specific class in Python?,By using the isinstance() function,By using the belongsto() method,By using the classof() method,By using the typeof() function,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=6,
Python Programming,classes and objects in python,Which function overloads the >> operator?,__more__(),__gt__(),__ge__(),none of the mentioned,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=6,
Python Programming,classes and objects in python,How can you create a static variable in a Python class?,By defining a variable within the class but outside any method,By using the static keyword,By using the class keyword,By using the variable keyword,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=7,
Python Programming,classes and objects in python,"What will be the output of the following Python code? 
>>> class demo():
 def __repr__(self):
 return '__repr__ built-in function called'
 def __str__(self):
 return '__str__ built-in function called'
>>> s=demo()
>>> print(s)",Error,Nothing is printed,__str__ called,__repr__ called,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=7,
Python Programming,classes and objects in python,What is the purpose of the @property decorator in Python classes?,It allows you to define a method that can be accessed like an attribute,It defines a property,It defines a method,It defines a constructor,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=7,
Python Programming,classes and objects in python,What is the output of the following code: class MyClass: count = 0 def init(self): MyClass.count += 1 obj1 = MyClass() obj2 = MyClass() print(obj1.count),2,1,An error will occur,0,D,"Let's break down this Python code step-by-step: 
 
First, we have a class called `MyClass`: 
This is like a blueprint for creating objects. 
 
Inside the class, we have `count = 0`: 
This is a class variable called `count`. 
It's shared by all instances (objects) of the `MyClass`. 
Initially, it's set to 0. 
 
Next, we have `def __init__(self):`: 
This is the constructor (initializer) of the class. 
It's automatically called when you create a new object of the class. 
 
Inside the constructor, we have `MyClass.count += 1`: 
This line increments the `count` class variable by 1 every time a new object is created. 
`MyClass.count` ensures we're updating the class variable, not an instance variable. 
 
Now, let's look at the object creation: 
`obj1 = MyClass()` 
This creates the first object of the class. The `__init__` method is called, and `MyClass.count` becomes 1. 
 
`obj2 = MyClass()` 
",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=7,
Python Programming,classes and objects in python,"What will be the output of the following Python code? 
class test:
 def __init__(self,a=""Hello World""):
 self.a=a
 
 def display(self):
 print(self.a)
obj=test()
obj.display()",The program has an error because constructor can't have default arguments,Nothing is displayed,"""Hello World"" is displayed",The program has an error display function doesn't have parameters,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=7,
Python Programming,classes and objects in python,"What is delattr(obj,name) used for?",To print deleted attribute,To delete an attribute,To check if an attribute is deleted or not,To set an attribute,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-classes-and-objects-in-python/?page=7,
Python Programming,concept of object oriented programs in python,What is the main goal of object-oriented programming (OOP)?,To model real-world entities and their interactions,To maximize efficiency,To use fewer lines of code,To create simple programs,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-concept-of-object-oriented-programs-in-python/,
Python Programming,concept of object oriented programs in python,What is an object in the context of object-oriented programming?,A specific data type,A built-in function,An instance of a class,A variable in Python,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-concept-of-object-oriented-programs-in-python/,
Python Programming,concept of object oriented programs in python,What is a class in the context of object-oriented programming?,A blueprint for creating objects,A built-in function,A variable in Python,A specific data type,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-concept-of-object-oriented-programs-in-python/,
Python Programming,concept of object oriented programs in python,Which principle of OOP promotes the reusability of code and allows a class to inherit properties and methods from another class?,Polymorphism,Abstraction,Inheritance,Encapsulation,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-concept-of-object-oriented-programs-in-python/,
Python Programming,concept of object oriented programs in python,What is the purpose of abstraction in object-oriented programming?,It hides complex implementation details and only exposes essential features,It defines a new class,It creates abstract objects,It abstracts the data,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-concept-of-object-oriented-programs-in-python/,
Python Programming,concept of object oriented programs in python,What does built-in function type do in context of classes?,Determines the object name of any value,Determines the class name of any value,Determines class description of any value,Determines the file name of any value,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-concept-of-object-oriented-programs-in-python/,
Python Programming,concept of object oriented programs in python,What does single-level inheritance mean?,A subclass derives from a class which in turn derives from another class,A single superclass inherits from multiple subclasses,A single subclass derives from a single superclass,Multiple base classes inherit a single derived class,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-concept-of-object-oriented-programs-in-python/,
Python Programming,concept of object oriented programs in python,Which of the following best describes polymorphism?,Ability of a class to derive members of another class as a part of its own definition,Means of bundling instance variables and methods in order to restrict access to certain class members,Focuses on variables and passing of variables to functions,Allows for objects of different types and behaviour to be treated as the same general type,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-concept-of-object-oriented-programs-in-python/,
Python Programming,concept of object oriented programs in python,What does encapsulation refer to in object-oriented programming?,It defines a new class,It creates abstract objects,It hides complex implementation details and only exposes essential features,It abstracts the data,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-concept-of-object-oriented-programs-in-python/,
Python Programming,concept of object oriented programs in python,What is the benefit of using inheritance in object-oriented programming?,It promotes code reusability and allows the creation of a new class based on an existing class,It simplifies syntax,It reduces code size,It makes programs run faster,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-concept-of-object-oriented-programs-in-python/,
